id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,predicted_cltv,cltv_segment,income_band,policy_band,has_claims
93698,Male,Rural,Bachelor,5L-10L,1,7,0,1,B,Platinum,45293.82,Low,5L-10L,1,0
93699,Female,Urban,Bachelor,5L-10L,1,4,2573,More than 1,A,Platinum,87050.92,High,5L-10L,More than 1,1
93700,Female,Urban,High School,2L-5L,0,4,4106,1,C,Gold,45339.98,Low,2L-5L,1,1
93701,Male,Rural,Bachelor,5L-10L,1,4,0,More than 1,C,Silver,89588.02,High,5L-10L,More than 1,0
93702,Female,Urban,High School,2L-5L,1,0,6123,More than 1,C,Silver,103044.1,Premium,2L-5L,More than 1,1
93703,Male,Rural,Bachelor,5L-10L,0,3,0,1,B,Platinum,44689.59,Low,5L-10L,1,0
93704,Male,Rural,High School,5L-10L,0,0,0,More than 1,B,Platinum,77951.98,Medium,5L-10L,More than 1,0
93705,Male,Urban,Bachelor,5L-10L,1,0,5742,1,A,Platinum,44439.76,Low,5L-10L,1,1
93706,Male,Rural,Others,5L-10L,1,5,2624,1,B,Platinum,45791.89,Low,5L-10L,1,1
93707,Male,Urban,Bachelor,5L-10L,0,5,2306,More than 1,A,Gold,93149.95,High,5L-10L,More than 1,1
93708,Male,Urban,High School,5L-10L,1,5,7663,More than 1,C,Silver,118189.94,Premium,5L-10L,More than 1,1
93709,Female,Rural,Bachelor,5L-10L,1,4,0,1,C,Platinum,45545.97,Low,5L-10L,1,0
93710,Male,Rural,High School,5L-10L,1,5,5500,1,A,Silver,44110.64,Low,5L-10L,1,1
93711,Male,Rural,High School,2L-5L,1,6,0,1,B,Platinum,44124.74,Low,2L-5L,1,0
93712,Female,Urban,Bachelor,2L-5L,0,3,3627,More than 1,B,Platinum,92500.0,High,2L-5L,More than 1,1
93713,Male,Urban,Bachelor,2L-5L,0,3,3985,More than 1,A,Platinum,98672.79,Premium,2L-5L,More than 1,1
93714,Female,Rural,High School,5L-10L,1,1,3311,1,A,Platinum,46890.14,Low,5L-10L,1,1
93715,Male,Urban,High School,2L-5L,0,4,5331,More than 1,B,Platinum,100154.57,Premium,2L-5L,More than 1,1
93716,Male,Urban,Bachelor,5L-10L,1,2,2768,More than 1,A,Silver,85547.86,High,5L-10L,More than 1,1
93717,Female,Urban,High School,2L-5L,1,6,5124,More than 1,A,Platinum,98269.51,Premium,2L-5L,More than 1,1
93718,Male,Urban,Bachelor,5L-10L,0,3,6420,More than 1,A,Platinum,101950.3,Premium,5L-10L,More than 1,1
93719,Male,Rural,High School,5L-10L,1,3,0,1,A,Platinum,43279.42,Low,5L-10L,1,0
93720,Male,Urban,Bachelor,5L-10L,0,3,5983,1,A,Platinum,44523.36,Low,5L-10L,1,1
93721,Male,Rural,Bachelor,5L-10L,1,5,0,1,A,Platinum,43635.7,Low,5L-10L,1,0
93722,Female,Rural,Bachelor,2L-5L,1,7,4495,More than 1,B,Platinum,76742.89,Medium,2L-5L,More than 1,1
93723,Female,Urban,Bachelor,2L-5L,1,5,6829,1,A,Gold,50505.27,Medium,2L-5L,1,1
93724,Male,Urban,High School,2L-5L,1,7,7588,More than 1,B,Platinum,101939.65,Premium,2L-5L,More than 1,1
93725,Female,Urban,Bachelor,2L-5L,1,1,6155,1,A,Gold,45965.68,Low,2L-5L,1,1
93726,Male,Rural,Others,More than 10L,1,5,3238,More than 1,B,Gold,78181.71,Medium,More than 10L,More than 1,1
93727,Female,Rural,High School,5L-10L,0,2,3401,More than 1,A,Platinum,84709.88,Medium,5L-10L,More than 1,1
93728,Male,Urban,Bachelor,2L-5L,1,7,3777,More than 1,B,Platinum,92745.1,High,2L-5L,More than 1,1
93729,Male,Rural,High School,5L-10L,1,6,0,1,A,Platinum,43606.73,Low,5L-10L,1,0
93730,Male,Rural,High School,5L-10L,0,1,3923,1,A,Platinum,46809.8,Low,5L-10L,1,1
93731,Female,Urban,High School,5L-10L,0,6,9568,More than 1,A,Platinum,103443.8,Premium,5L-10L,More than 1,1
93732,Female,Rural,High School,5L-10L,1,3,0,1,C,Silver,44396.89,Low,5L-10L,1,0
93733,Female,Urban,High School,2L-5L,1,4,6325,More than 1,B,Gold,93435.7,High,2L-5L,More than 1,1
93734,Male,Urban,High School,More than 10L,1,1,4053,More than 1,A,Platinum,86165.97,High,More than 10L,More than 1,1
93735,Male,Urban,High School,5L-10L,1,6,6015,More than 1,B,Platinum,90053.86,High,5L-10L,More than 1,1
93736,Female,Urban,High School,5L-10L,1,8,2474,More than 1,A,Platinum,85934.9,High,5L-10L,More than 1,1
93737,Female,Rural,High School,5L-10L,1,0,11904,More than 1,C,Platinum,109902.17,Premium,5L-10L,More than 1,1
93738,Female,Rural,High School,5L-10L,1,4,2256,1,A,Silver,46543.72,Low,5L-10L,1,1
93739,Female,Urban,High School,2L-5L,0,4,5251,More than 1,A,Platinum,99144.53,Premium,2L-5L,More than 1,1
93740,Female,Rural,Bachelor,5L-10L,0,5,0,1,B,Silver,46457.09,Low,5L-10L,1,0
93741,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,B,Platinum,75152.61,Medium,5L-10L,More than 1,0
93742,Male,Urban,Bachelor,5L-10L,1,7,5719,1,A,Gold,43645.38,Low,5L-10L,1,1
93743,Male,Rural,High School,5L-10L,1,3,2293,More than 1,A,Platinum,82485.34,Medium,5L-10L,More than 1,1
93744,Male,Urban,High School,5L-10L,0,5,6234,1,A,Platinum,45902.83,Low,5L-10L,1,1
93745,Female,Urban,High School,5L-10L,0,5,6634,More than 1,A,Platinum,103719.54,Premium,5L-10L,More than 1,1
93746,Female,Urban,Bachelor,2L-5L,1,4,5362,More than 1,A,Silver,93234.95,High,2L-5L,More than 1,1
93747,Female,Urban,High School,5L-10L,1,8,0,More than 1,A,Gold,86444.75,High,5L-10L,More than 1,0
93748,Female,Rural,High School,More than 10L,0,8,0,More than 1,B,Gold,76225.18,Medium,More than 10L,More than 1,0
93749,Male,Urban,Bachelor,5L-10L,1,7,3881,More than 1,B,Silver,80824.62,Medium,5L-10L,More than 1,1
93750,Female,Urban,Bachelor,More than 10L,0,5,3486,More than 1,B,Silver,89723.61,High,More than 10L,More than 1,1
93751,Female,Urban,Bachelor,2L-5L,1,6,5182,1,A,Silver,43603.44,Low,2L-5L,1,1
93752,Female,Rural,High School,2L-5L,1,2,6024,More than 1,B,Platinum,89897.78,High,2L-5L,More than 1,1
93753,Female,Urban,Bachelor,5L-10L,0,3,2497,More than 1,B,Silver,89281.72,High,5L-10L,More than 1,1
93754,Male,Urban,High School,2L-5L,0,6,11047,More than 1,A,Silver,131782.84,Premium,2L-5L,More than 1,1
93755,Male,Urban,Bachelor,5L-10L,1,5,3396,More than 1,B,Silver,77917.42,Medium,5L-10L,More than 1,1
93756,Male,Urban,High School,5L-10L,1,7,7089,1,A,Gold,48757.33,Medium,5L-10L,1,1
93757,Male,Urban,High School,More than 10L,0,5,6236,1,A,Gold,44830.15,Low,More than 10L,1,1
93758,Male,Urban,High School,2L-5L,0,5,4060,More than 1,B,Gold,92777.64,High,2L-5L,More than 1,1
93759,Female,Urban,High School,5L-10L,1,0,6077,1,A,Platinum,43958.64,Low,5L-10L,1,1
93760,Male,Urban,High School,5L-10L,0,2,4934,More than 1,A,Platinum,97332.57,Premium,5L-10L,More than 1,1
93761,Female,Rural,Others,5L-10L,1,4,2761,1,B,Silver,46056.78,Low,5L-10L,1,1
93762,Male,Urban,Bachelor,More than 10L,0,7,4647,More than 1,A,Platinum,96499.18,Premium,More than 10L,More than 1,1
93763,Male,Urban,Bachelor,2L-5L,1,2,2345,1,A,Silver,45228.67,Low,2L-5L,1,1
93764,Female,Urban,High School,5L-10L,0,2,11657,More than 1,A,Platinum,113106.67,Premium,5L-10L,More than 1,1
93765,Female,Urban,Bachelor,5L-10L,1,8,0,More than 1,A,Gold,87167.13,High,5L-10L,More than 1,0
93766,Female,Urban,High School,5L-10L,1,1,22176,More than 1,A,Gold,101532.47,Premium,5L-10L,More than 1,1
93767,Male,Urban,High School,5L-10L,1,4,0,More than 1,A,Platinum,85922.4,High,5L-10L,More than 1,0
93768,Male,Urban,Bachelor,5L-10L,1,2,5658,More than 1,A,Gold,95162.53,Premium,5L-10L,More than 1,1
93769,Female,Urban,High School,2L-5L,1,4,3113,More than 1,A,Gold,87006.04,High,2L-5L,More than 1,1
93770,Male,Urban,High School,2L-5L,1,0,7096,More than 1,C,Silver,114378.68,Premium,2L-5L,More than 1,1
93771,Male,Rural,High School,5L-10L,1,5,0,1,A,Gold,43279.42,Low,5L-10L,1,0
93772,Male,Urban,Bachelor,5L-10L,1,5,5835,1,A,Gold,44098.28,Low,5L-10L,1,1
93773,Male,Rural,Bachelor,5L-10L,1,1,5861,More than 1,A,Gold,87364.46,High,5L-10L,More than 1,1
93774,Female,Urban,High School,More than 10L,1,5,5245,More than 1,B,Gold,94747.12,High,More than 10L,More than 1,1
93775,Female,Urban,Bachelor,More than 10L,1,5,0,1,C,Gold,45183.28,Low,More than 10L,1,0
93776,Male,Urban,High School,<=2L,1,5,5299,1,A,Silver,46376.91,Low,<=2L,1,1
93777,Male,Urban,High School,5L-10L,1,3,0,1,B,Platinum,43734.24,Low,5L-10L,1,0
93778,Male,Urban,High School,5L-10L,1,3,2846,More than 1,C,Gold,104890.69,Premium,5L-10L,More than 1,1
93779,Male,Urban,High School,5L-10L,1,6,4540,1,A,Platinum,48864.8,Medium,5L-10L,1,1
93780,Male,Urban,Bachelor,More than 10L,1,5,9209,More than 1,B,Platinum,102829.48,Premium,More than 10L,More than 1,1
93781,Female,Rural,High School,5L-10L,1,8,6483,More than 1,A,Gold,92140.4,High,5L-10L,More than 1,1
93782,Male,Rural,Bachelor,5L-10L,1,5,6390,1,C,Platinum,48286.85,Medium,5L-10L,1,1
93783,Male,Urban,High School,5L-10L,0,4,4227,1,B,Platinum,46947.92,Low,5L-10L,1,1
93784,Female,Rural,Bachelor,5L-10L,0,7,0,1,A,Platinum,45999.21,Low,5L-10L,1,0
93785,Male,Rural,High School,5L-10L,0,7,3172,More than 1,A,Silver,80860.79,Medium,5L-10L,More than 1,1
93786,Male,Rural,Bachelor,5L-10L,1,8,0,More than 1,B,Gold,76979.27,Medium,5L-10L,More than 1,0
93787,Male,Urban,Bachelor,2L-5L,1,8,10262,More than 1,B,Platinum,101390.56,Premium,2L-5L,More than 1,1
93788,Male,Urban,High School,5L-10L,1,4,4387,More than 1,A,Platinum,91822.68,High,5L-10L,More than 1,1
93789,Female,Urban,High School,5L-10L,1,4,3547,More than 1,A,Platinum,88298.54,High,5L-10L,More than 1,1
93790,Female,Rural,High School,5L-10L,1,3,3792,More than 1,A,Gold,89480.63,High,5L-10L,More than 1,1
93791,Male,Urban,High School,2L-5L,1,2,6004,1,A,Platinum,43944.32,Low,2L-5L,1,1
93792,Male,Rural,Bachelor,5L-10L,1,8,4157,More than 1,C,Silver,87363.57,High,5L-10L,More than 1,1
93793,Female,Urban,High School,5L-10L,1,4,2903,More than 1,A,Gold,87260.68,High,5L-10L,More than 1,1
93794,Female,Urban,Bachelor,5L-10L,0,4,5996,More than 1,A,Platinum,94468.05,High,5L-10L,More than 1,1
93795,Male,Urban,High School,2L-5L,0,6,2185,More than 1,A,Platinum,96760.75,Premium,2L-5L,More than 1,1
93796,Female,Urban,High School,5L-10L,1,5,4045,More than 1,A,Platinum,88476.83,High,5L-10L,More than 1,1
93797,Male,Rural,Bachelor,5L-10L,0,6,3073,More than 1,A,Gold,91936.31,High,5L-10L,More than 1,1
93798,Male,Urban,Bachelor,5L-10L,1,8,5254,1,A,Gold,45224.78,Low,5L-10L,1,1
93799,Female,Rural,Bachelor,2L-5L,1,5,0,More than 1,B,Silver,76931.54,Medium,2L-5L,More than 1,0
93800,Male,Rural,High School,5L-10L,1,2,3878,More than 1,A,Platinum,82223.02,Medium,5L-10L,More than 1,1
93801,Male,Urban,Bachelor,More than 10L,1,6,4062,1,A,Gold,46785.56,Low,More than 10L,1,1
93802,Female,Urban,High School,2L-5L,1,6,3599,More than 1,A,Gold,87240.19,High,2L-5L,More than 1,1
93803,Male,Rural,High School,5L-10L,1,8,3827,1,B,Silver,47329.55,Medium,5L-10L,1,1
93804,Male,Urban,Bachelor,5L-10L,0,2,4090,More than 1,A,Gold,94599.68,High,5L-10L,More than 1,1
93805,Male,Urban,Bachelor,5L-10L,1,7,3609,More than 1,A,Platinum,87630.37,High,5L-10L,More than 1,1
93806,Male,Rural,High School,5L-10L,1,6,0,More than 1,A,Platinum,79738.67,Medium,5L-10L,More than 1,0
93807,Male,Urban,High School,5L-10L,1,2,5570,1,B,Gold,42750.41,Low,5L-10L,1,1
93808,Male,Urban,Others,5L-10L,1,7,3841,More than 1,A,Gold,80663.09,Medium,5L-10L,More than 1,1
93809,Male,Urban,Bachelor,5L-10L,0,6,4001,More than 1,B,Silver,88821.38,High,5L-10L,More than 1,1
93810,Female,Urban,High School,2L-5L,0,5,5929,1,C,Gold,44077.11,Low,2L-5L,1,1
93811,Male,Urban,Bachelor,5L-10L,1,3,5826,More than 1,A,Gold,99808.73,Premium,5L-10L,More than 1,1
93812,Female,Urban,Bachelor,2L-5L,0,7,6921,More than 1,C,Silver,123896.05,Premium,2L-5L,More than 1,1
93813,Male,Urban,Others,2L-5L,1,7,7353,1,C,Gold,46470.48,Low,2L-5L,1,1
93814,Male,Urban,High School,More than 10L,1,4,4436,More than 1,B,Silver,82308.94,Medium,More than 10L,More than 1,1
93815,Female,Urban,Bachelor,5L-10L,0,6,6192,1,A,Platinum,47835.03,Medium,5L-10L,1,1
93816,Female,Urban,High School,5L-10L,1,5,3800,More than 1,A,Platinum,88205.39,High,5L-10L,More than 1,1
93817,Male,Urban,High School,2L-5L,1,4,3520,More than 1,A,Platinum,89567.67,High,2L-5L,More than 1,1
93818,Female,Urban,High School,2L-5L,0,4,4005,More than 1,A,Platinum,97660.23,Premium,2L-5L,More than 1,1
93819,Male,Rural,High School,5L-10L,1,4,2258,1,A,Gold,46184.45,Low,5L-10L,1,1
93820,Male,Rural,High School,More than 10L,1,3,0,1,B,Platinum,44063.86,Low,More than 10L,1,0
93821,Male,Urban,High School,5L-10L,1,8,4882,More than 1,B,Platinum,82194.88,Medium,5L-10L,More than 1,1
93822,Female,Rural,High School,5L-10L,1,5,2568,More than 1,C,Platinum,86893.8,High,5L-10L,More than 1,1
93823,Female,Urban,High School,5L-10L,1,0,4237,More than 1,C,Platinum,86143.6,High,5L-10L,More than 1,1
93824,Female,Urban,High School,2L-5L,0,6,5702,1,A,Platinum,45676.76,Low,2L-5L,1,1
93825,Male,Urban,Others,5L-10L,1,7,4387,More than 1,A,Platinum,81444.92,Medium,5L-10L,More than 1,1
93826,Male,Rural,High School,2L-5L,0,4,3712,More than 1,B,Silver,83876.37,Medium,2L-5L,More than 1,1
93827,Male,Rural,High School,5L-10L,0,8,0,More than 1,A,Platinum,80464.07,Medium,5L-10L,More than 1,0
93828,Male,Urban,High School,5L-10L,1,6,4617,1,B,Platinum,43442.07,Low,5L-10L,1,1
93829,Male,Urban,Bachelor,5L-10L,0,8,4102,More than 1,C,Gold,96399.51,Premium,5L-10L,More than 1,1
93830,Male,Urban,High School,5L-10L,1,0,6142,More than 1,A,Gold,95704.99,Premium,5L-10L,More than 1,1
93831,Female,Rural,High School,5L-10L,0,8,0,1,B,Platinum,46382.89,Low,5L-10L,1,0
93832,Female,Urban,Others,5L-10L,1,5,8306,More than 1,A,Platinum,97512.12,Premium,5L-10L,More than 1,1
93833,Female,Urban,High School,5L-10L,1,8,2811,More than 1,A,Gold,86013.21,High,5L-10L,More than 1,1
93834,Male,Urban,Bachelor,5L-10L,1,6,0,More than 1,B,Gold,78002.53,Medium,5L-10L,More than 1,0
93835,Male,Urban,High School,5L-10L,0,4,5805,More than 1,A,Platinum,105589.73,Premium,5L-10L,More than 1,1
93836,Female,Urban,Bachelor,5L-10L,0,3,6684,More than 1,A,Platinum,99287.66,Premium,5L-10L,More than 1,1
93837,Male,Urban,High School,5L-10L,1,7,4269,More than 1,A,Platinum,94459.04,High,5L-10L,More than 1,1
93838,Female,Urban,Others,5L-10L,1,6,3526,1,A,Platinum,45322.45,Low,5L-10L,1,1
93839,Male,Urban,High School,2L-5L,1,6,6838,More than 1,C,Platinum,118905.58,Premium,2L-5L,More than 1,1
93840,Male,Urban,High School,5L-10L,1,7,0,More than 1,B,Silver,75088.01,Medium,5L-10L,More than 1,0
93841,Male,Urban,Bachelor,5L-10L,1,6,3417,1,B,Platinum,47004.2,Low,5L-10L,1,1
93842,Male,Urban,High School,2L-5L,0,5,2396,More than 1,B,Platinum,91781.02,High,2L-5L,More than 1,1
93843,Male,Rural,Bachelor,2L-5L,1,7,0,More than 1,B,Platinum,75979.21,Medium,2L-5L,More than 1,0
93844,Male,Urban,High School,5L-10L,1,7,2304,More than 1,B,Platinum,77365.16,Medium,5L-10L,More than 1,1
93845,Male,Urban,Bachelor,5L-10L,0,5,3807,More than 1,A,Gold,93900.1,High,5L-10L,More than 1,1
93846,Female,Urban,High School,<=2L,1,1,5455,More than 1,A,Platinum,93590.57,High,<=2L,More than 1,1
93847,Female,Urban,Bachelor,5L-10L,1,8,7348,More than 1,A,Gold,94815.99,High,5L-10L,More than 1,1
93848,Female,Rural,Bachelor,5L-10L,1,1,0,More than 1,A,Platinum,78988.09,Medium,5L-10L,More than 1,0
93849,Male,Urban,Bachelor,5L-10L,1,3,4375,More than 1,A,Gold,91265.52,High,5L-10L,More than 1,1
93850,Female,Urban,High School,More than 10L,0,7,7442,More than 1,A,Platinum,112508.15,Premium,More than 10L,More than 1,1
93851,Male,Urban,Bachelor,2L-5L,0,4,6130,More than 1,B,Silver,88645.63,High,2L-5L,More than 1,1
93852,Male,Rural,High School,More than 10L,1,7,3734,More than 1,B,Platinum,76599.61,Medium,More than 10L,More than 1,1
93853,Male,Rural,Bachelor,5L-10L,1,3,3814,1,A,Platinum,47672.05,Medium,5L-10L,1,1
93854,Female,Urban,High School,5L-10L,1,7,4839,More than 1,A,Platinum,97759.13,Premium,5L-10L,More than 1,1
93855,Female,Urban,Bachelor,5L-10L,1,4,4763,1,B,Platinum,43797.67,Low,5L-10L,1,1
93856,Female,Rural,Bachelor,2L-5L,1,4,0,More than 1,B,Platinum,77081.8,Medium,2L-5L,More than 1,0
93857,Male,Urban,High School,5L-10L,1,4,7288,More than 1,A,Platinum,112159.71,Premium,5L-10L,More than 1,1
93858,Male,Urban,Bachelor,5L-10L,1,8,0,More than 1,B,Gold,77579.26,Medium,5L-10L,More than 1,0
93859,Male,Rural,Bachelor,More than 10L,0,0,0,1,A,Platinum,43757.48,Low,More than 10L,1,0
93860,Male,Urban,High School,More than 10L,0,3,3886,More than 1,A,Platinum,93228.94,High,More than 10L,More than 1,1
93861,Female,Rural,High School,5L-10L,1,4,6307,More than 1,A,Platinum,82076.27,Medium,5L-10L,More than 1,1
93862,Female,Urban,High School,5L-10L,1,6,2489,1,C,Platinum,45394.7,Low,5L-10L,1,1
93863,Male,Urban,Others,5L-10L,1,2,4648,More than 1,B,Silver,80752.95,Medium,5L-10L,More than 1,1
93864,Female,Urban,Bachelor,5L-10L,0,4,5805,1,A,Silver,44506.67,Low,5L-10L,1,1
93865,Male,Urban,Bachelor,2L-5L,0,6,2648,More than 1,B,Platinum,94212.65,High,2L-5L,More than 1,1
93866,Male,Urban,High School,2L-5L,1,6,4048,More than 1,A,Platinum,88333.46,High,2L-5L,More than 1,1
93867,Male,Rural,High School,5L-10L,0,4,2972,More than 1,B,Gold,83628.95,Medium,5L-10L,More than 1,1
93868,Male,Urban,Bachelor,More than 10L,1,6,6222,More than 1,B,Platinum,88274.89,High,More than 10L,More than 1,1
93869,Male,Rural,Bachelor,5L-10L,1,2,3654,More than 1,B,Gold,84669.01,Medium,5L-10L,More than 1,1
93870,Female,Urban,High School,5L-10L,1,1,4307,More than 1,A,Platinum,89072.22,High,5L-10L,More than 1,1
93871,Male,Urban,High School,More than 10L,0,8,5263,1,A,Gold,45642.4,Low,More than 10L,1,1
93872,Male,Urban,High School,2L-5L,1,1,6623,More than 1,A,Silver,94963.84,High,2L-5L,More than 1,1
93873,Female,Urban,Bachelor,5L-10L,1,2,4430,More than 1,A,Gold,89197.99,High,5L-10L,More than 1,1
93874,Female,Urban,High School,5L-10L,1,2,3495,More than 1,A,Gold,91040.13,High,5L-10L,More than 1,1
93875,Male,Urban,Bachelor,More than 10L,0,0,0,1,B,Silver,44607.79,Low,More than 10L,1,0
93876,Female,Urban,High School,2L-5L,1,5,3872,1,B,Platinum,46034.55,Low,2L-5L,1,1
93877,Female,Urban,Bachelor,2L-5L,0,6,8666,More than 1,A,Platinum,133502.39,Premium,2L-5L,More than 1,1
93878,Male,Urban,Bachelor,2L-5L,1,1,11874,More than 1,A,Platinum,112379.23,Premium,2L-5L,More than 1,1
93879,Male,Urban,Bachelor,2L-5L,1,4,6321,More than 1,B,Platinum,88195.21,High,2L-5L,More than 1,1
93880,Male,Urban,High School,5L-10L,1,1,10792,1,A,Platinum,49837.63,Medium,5L-10L,1,1
93881,Male,Urban,High School,5L-10L,0,5,7534,More than 1,B,Platinum,96069.78,Premium,5L-10L,More than 1,1
93882,Female,Urban,Bachelor,2L-5L,0,2,5319,More than 1,A,Platinum,112036.96,Premium,2L-5L,More than 1,1
93883,Male,Rural,Bachelor,2L-5L,1,5,5596,1,A,Platinum,44343.02,Low,2L-5L,1,1
93884,Male,Urban,High School,2L-5L,0,7,4914,More than 1,A,Silver,95761.54,Premium,2L-5L,More than 1,1
93885,Male,Rural,Bachelor,5L-10L,0,1,0,1,A,Gold,43781.5,Low,5L-10L,1,0
93886,Male,Rural,Bachelor,5L-10L,1,7,2137,1,B,Gold,45296.28,Low,5L-10L,1,1
93887,Male,Urban,Bachelor,2L-5L,0,5,20876,More than 1,B,Platinum,97748.75,Premium,2L-5L,More than 1,1
93888,Female,Urban,Bachelor,More than 10L,1,8,3550,1,A,Gold,46990.94,Low,More than 10L,1,1
93889,Male,Urban,High School,More than 10L,1,6,9660,More than 1,A,Platinum,92839.25,High,More than 10L,More than 1,1
93890,Female,Rural,High School,5L-10L,1,6,0,1,A,Platinum,44570.54,Low,5L-10L,1,0
93891,Female,Urban,Bachelor,5L-10L,1,6,4421,1,A,Platinum,48534.07,Medium,5L-10L,1,1
93892,Female,Urban,Bachelor,5L-10L,1,0,3816,1,A,Silver,45633.64,Low,5L-10L,1,1
93893,Female,Rural,High School,5L-10L,0,6,0,More than 1,C,Gold,87060.39,High,5L-10L,More than 1,0
93894,Female,Rural,Bachelor,More than 10L,1,2,0,More than 1,A,Platinum,80725.03,Medium,More than 10L,More than 1,0
93895,Male,Urban,Bachelor,5L-10L,1,1,8614,More than 1,B,Platinum,107913.44,Premium,5L-10L,More than 1,1
93896,Male,Urban,High School,2L-5L,0,1,8062,More than 1,A,Silver,109848.61,Premium,2L-5L,More than 1,1
93897,Male,Rural,Bachelor,More than 10L,1,5,3168,More than 1,B,Platinum,77547.97,Medium,More than 10L,More than 1,1
93898,Male,Rural,High School,5L-10L,0,2,2153,1,B,Platinum,45707.52,Low,5L-10L,1,1
93899,Male,Rural,High School,More than 10L,1,1,0,1,A,Platinum,43139.79,Low,More than 10L,1,0
93900,Male,Urban,Bachelor,More than 10L,1,6,2510,1,B,Platinum,45209.07,Low,More than 10L,1,1
93901,Male,Urban,Bachelor,2L-5L,0,7,18911,More than 1,A,Platinum,119915.31,Premium,2L-5L,More than 1,1
93902,Male,Urban,High School,5L-10L,0,5,6948,More than 1,A,Platinum,97741.46,Premium,5L-10L,More than 1,1
93903,Male,Urban,High School,5L-10L,0,7,3607,1,A,Platinum,47298.0,Medium,5L-10L,1,1
93904,Male,Urban,High School,2L-5L,1,6,5598,More than 1,A,Gold,102302.56,Premium,2L-5L,More than 1,1
93905,Male,Urban,Bachelor,More than 10L,0,6,5180,More than 1,B,Platinum,95632.73,Premium,More than 10L,More than 1,1
93906,Male,Urban,High School,2L-5L,0,5,5385,More than 1,A,Platinum,100848.96,Premium,2L-5L,More than 1,1
93907,Male,Rural,Bachelor,2L-5L,0,5,6499,More than 1,B,Silver,92374.24,High,2L-5L,More than 1,1
93908,Male,Urban,High School,5L-10L,0,5,7373,More than 1,A,Platinum,99285.3,Premium,5L-10L,More than 1,1
93909,Male,Rural,High School,5L-10L,1,5,2939,1,A,Platinum,46977.11,Low,5L-10L,1,1
93910,Male,Urban,Bachelor,2L-5L,1,7,5564,More than 1,B,Platinum,89639.88,High,2L-5L,More than 1,1
93911,Female,Urban,Bachelor,5L-10L,1,4,0,More than 1,A,Silver,87013.72,High,5L-10L,More than 1,0
93912,Female,Urban,High School,More than 10L,0,7,4098,More than 1,A,Platinum,92751.05,High,More than 10L,More than 1,1
93913,Female,Rural,Bachelor,More than 10L,1,6,2403,More than 1,B,Platinum,76905.88,Medium,More than 10L,More than 1,1
93914,Male,Urban,Bachelor,More than 10L,0,2,4214,More than 1,A,Platinum,94147.43,High,More than 10L,More than 1,1
93915,Female,Urban,Bachelor,5L-10L,0,8,6838,More than 1,B,Silver,92590.06,High,5L-10L,More than 1,1
93916,Male,Rural,High School,5L-10L,1,4,2262,1,A,Gold,46184.45,Low,5L-10L,1,1
93917,Male,Rural,High School,More than 10L,1,0,0,1,B,Platinum,43921.71,Low,More than 10L,1,0
93918,Female,Urban,Bachelor,2L-5L,1,5,6374,More than 1,A,Silver,100460.27,Premium,2L-5L,More than 1,1
93919,Female,Rural,Bachelor,5L-10L,1,0,0,More than 1,B,Platinum,75994.35,Medium,5L-10L,More than 1,0
93920,Female,Rural,Bachelor,5L-10L,1,4,2294,More than 1,B,Silver,78346.81,Medium,5L-10L,More than 1,1
93921,Male,Rural,High School,5L-10L,1,7,0,More than 1,A,Platinum,79716.66,Medium,5L-10L,More than 1,0
93922,Female,Rural,High School,5L-10L,1,0,6364,More than 1,A,Gold,84760.65,Medium,5L-10L,More than 1,1
93923,Female,Urban,Others,2L-5L,0,7,4194,1,B,Platinum,46570.43,Low,2L-5L,1,1
93924,Female,Urban,Bachelor,5L-10L,1,2,4564,More than 1,A,Gold,88054.0,High,5L-10L,More than 1,1
93925,Female,Urban,Bachelor,2L-5L,0,8,2692,More than 1,A,Gold,103398.01,Premium,2L-5L,More than 1,1
93926,Female,Urban,High School,More than 10L,1,1,4467,More than 1,A,Gold,88936.53,High,More than 10L,More than 1,1
93927,Female,Urban,Bachelor,5L-10L,1,6,2689,More than 1,A,Platinum,88489.91,High,5L-10L,More than 1,1
